perl-xml-writer 0.625-6
pinentry 1.1.0-5
pipewire 0.3.12-1
pixman 0.40.0-1
pkcs11-helper 1.26.0-2
pkgconf 1.7.3-1
pkgfile 21-2
polkit 0.117-1
polkit-gnome 0.105-5
polkit-qt5 0.113.0-2
poppler 20.09.0-1
poppler-glib 20.09.0-1
poppler-qt5 20.09.0-1
popt 1.18-1
portaudio 1:19.6.0-7
postgresql 12.4-1
postgresql-libs 12.4-1
potrace 1.16-2
powertop 2.13-1
ppp 2.4.7-7
pptpclient 1.10.0-2
procps-ng 3.3.16-2
protobuf 3.12.4-1
psmisc 23.3-2
pulseaudio 13.0-3
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 13.0-3
pulseaudio-ctl 1.67-1
pulseaudio-equalizer 13.0-3
pulseaudio-jack 13.0-3
pulseaudio-lirc 13.0-3
pulseaudio-zeroconf 13.0-3
pygobject-devel 3.36.1-1
python 3.8.5-2
python-appdirs 1.4.4-1
python-asn1crypto 1.4.0-1
python-attrs 20.2.0-1
python-bcrypt 3.2.0-1
python-beautifulsoup4 4.9.1-1
python-cachecontrol 0.12.6-1
python-cachetools 4.1.1-1
python-cairo 1.19.1-1
python-cffi 1.14.3-1
python-chardet 3.0.4-5
python-colorama 0.4.3-1
python-contextlib2 0.6.0.post1-1
python-cryptography 3.1.1-1
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-distlib 0.3.1-1
python-distro 1.5.0-1
python-docopt 0.6.2-7
python-ewmh 0.1.6-2
python-fasteners 0.15-3
python-future 0.18.2-3
python-gobject 3.36.1-1
python-google-api-core 1.22.0-1
python-google-api-python-client 1.10.0-1
python-google-auth 1.21.3-1
python-google-auth-httplib2 0.0.4-1
python-googleapis-common-protos 1.52.0-1
python-html5lib 1.1-1
python-httplib2 0.18.1-1
python-idna 2.10-1
python-monotonic 1.5-4
python-msgpack 1.0.0-1
python-nautilus 1.2.3-3
python-npyscreen 4.10.5-4
python-oauth2client 4.1.3-4
python-ordered-set 4.0.2-1
python-packaging 20.4-1
python-paramiko 2.7.2-1
python-pep517 0.8.2-1
python-pillow 7.2.0-1
python-pip 20.1.1-1
python-ply 3.11-5
python-progress 1.5-3
python-protobuf 3.12.4-1
python-psutil 5.7.2-1
python-pyasn1 0.4.8-2
python-pyasn1-modules 0.2.8-1
python-pycparser 2.20-1
python-pydrive 1.3.1-3
python-pynacl 1.4.0-1
python-pyparsing 2.4.7-1
python-pyqt5 5.15.1-2
python-pyqt5-sip 12.8.1-1
python-pysmbc 1.0.20-1
python-pytoml 0.1.21-4
python-pytz 2020.1-2
python-pyxdg 0.26-6
python-reportlab 3.5.50-1
python-requests 2.24.0-1
python-resolvelib 0.4.0-1
python-retrying 1.3.3-7
python-rsa 4.6-1
python-setproctitle 1.1.10-5
python-setuptools 1:50.3.0-1
python-sip 4.19.24-2
python-six 1.15.0-1
python-soupsieve 2.0.1-1
python-toml 0.10.1-2
python-uritemplate 3.0.1-1
python-urllib3 1.25.10-1
python-webencodings 0.5.1-4
python-wheel 0.35.1-2
python-xlib 0.27-1
python-yaml 5.3.1-2
python2 2.7.18-2
python2-dbus 1.2.16-1
python2-gobject 3.36.1-1
python2-gobject2 2.28.7-5
qgnomeplatform 0.6.90-1
qpdf 10.0.1-1
qt5-base 5.15.1-1
qt5-declarative 5.15.1-1
qt5-imageformats 5.15.1-1
qt5-multimedia 5.15.1-1
qt5-script 5.15.1-1
qt5-speech 5.15.1-1
qt5-svg 5.15.1-1
qt5-wayland 5.15.1-1
qt5-x11extras 5.15.1-1
quazip 0.9.1-1
ranger 1.9.3.4.gd8c363c9-1
raptor 2.0.15-13
rasqal 1:0.9.33-3
rav1e 0.3.4-1
re2 1:20200801-1
readline 8.0.004-1
redland 1:1.0.17-8
reiserfsprogs 3.6.27-3
rest 0.8.1-3
ripgrep 12.1.1-1
rpcbind 1.2.5-3
rsync 3.2.3-1
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
run-parts 4.8.6.1-2
rygel 0.38.4-1
s-nail 14.9.19-2
sane 1.0.31-1
sbc 1.4-2
sdl 1.2.15-14
sdl2 2.0.12-2
seahorse 1:3.36.2-1
sed 4.8-1
serd 0.30.4-1
shadow 4.8.1-4
shared-color-targets 0.1.7-3
shared-mime-info 2.0+1+g6bf9e4f-2
signal-desktop 1.36.2-1
simple-scan 3.36.6-1
slang 2.3.2-2
smbclient 4.12.6-1
snapd 2.46-1
snapd-glib 1.54-1
snappy 1.1.8-2
solid 5.74.0-1
sonnet 5.74.0-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-4
soundtouch 2.1.2-2
spandsp 0.0.6-3
spectre-meltdown-checker 0.43-1
speex 1.2.0-3
speexdsp 1.2.0-2
splix 2.0.0-15
sqlcipher 4.4.0-1
sqlite 3.33.0-2
squashfs-tools 4.4-2
sratom 0.6.4-1
srt 1.4.2-1
startup-notification 0.12-7
steam-manjaro 1.0.0.66-1
stoken 0.92-4
strace 5.8-1
sudo 1.9.3.p1-1
sushi 3.34.0+19+g331d9b7-1
svt-hevc 1.5.0-1
sysfsutils 2.1.0-11
systemd 246.6-1
systemd-fsck-silent 239-1
systemd-libs 246.6-1
systemd-sysvcompat 246.6-1
t1lib 5.1.2-8
taglib 1.11.1-4
talloc 2.3.1-3
tar 1.32-3
tcl 8.6.10-2
tdb 1.4.3-2
telegram-desktop 2.3.2-2
telepathy-glib 0.24.1-4
tepl 4.4.0-1
terminus-font-otb 4.48-3
tevent 1:0.10.2-1
texinfo 6.7-3
texlive-bibtexextra 2020.55376-1
texlive-bin 2020.54586-5
texlive-core 2020.55416-1
texlive-fontsextra 2020.55407-1
texlive-formatsextra 2020.54498-1
texlive-games 2020.55271-1
texlive-humanities 2020.55389-1
texlive-latexextra 2020.55418-1
texlive-music 2020.54758-2
texlive-pictures 2020.55342-1
texlive-pstricks 2020.55289-1
texlive-publishers 2020.55415-1
texlive-science 2020.55390-1
texstudio 3.0.1-1
thin-provisioning-tools 0.9.0-1
thunderbird 68.12.0-1
timeshift 20.03.r8.gad3c01c-1
tlp 1.3.1-2
totem 3.34.1-2
totem-pl-parser 3.26.5-1
tracker 2.3.6-1
tracker-miners 2.3.5-1
transmission-gtk 3.00-2
tslib 1.22-1
ttf-bitstream-vera 1.10-14
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-droid 20121017-8
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-2
ttf-indic-otf 0.2-11
ttf-liberation 2.1.1-1
ttf-opensans 1.101-2
twolame 0.4.0-2
tzdata 2020a-1
uchardet 0.0.7-1
udisks2 2.9.1-1
ufw 0.36-3
unace 2.5-11
unrar 1:5.9.4-1
unzip 6.0-14
upower 0.99.11-3
usb_modeswitch 2.6.1-1
usbmuxd 1.1.1-1
usbutils 012-2
util-linux 2.36-4
util-linux-libs 2.36-4
v4l-utils 1.20.0-1
v86d 0.1.10-5.1
vde2 2.3.2-14
vi 1:070224-4
vid.stab 1.1-3
vino 3.22.0+72+g3fe1f12-1
virtualbox 6.1.14-1
virtualbox-guest-iso 6.1.14-1
virtualbox-host-dkms 6.1.14-1
vmaf 1.5.3-1
volume_key 0.3.12-3
vpnc 1:0.5.3.r468.r81-1
vte-common 0.62.0-1
vte3 0.62.0-1
vulkan-icd-loader 1.2.153-2
vulkan-intel 20.1.8-1
vulkan-radeon 20.1.8-1
wallpapers-2018 1.2-1
wallpapers-juhraya 1.1-2
wavpack 5.3.0-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.30.1-1
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
wildmidi 0.4.3-3
wireless-regdb 2020.04.29-1
wireshark-cli 3.2.7-1
wireshark-qt 3.2.7-1
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.8.0-1
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xcb-proto 1.14-1
xcb-util 0.4.0-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcursor-breeze 5.11.5-1
xdg-dbus-proxy 0.1.2-2
xdg-desktop-portal 1.8.0-1
xdg-desktop-portal-gtk 1.8.0-1
xdg-user-dirs 0.17-3
xdg-user-dirs-gtk 0.10+9+g5b7efc6-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20160805.1-3
xf86-input-elographics 1.4.2-2
xf86-input-evdev 2.10.6-2
xf86-input-libinput 0.30.0-1
xf86-input-void 1.4.1-5
xf86-input-wacom 0.39.0-2
xf86-video-amdgpu 19.1.0-2
xf86-video-ati 1:19.1.0-2
xf86-video-intel 1:2.99.917+908+g7181c5a4-1
xf86-video-nouveau 1.0.16-2
xfsprogs 5.8.0-1
xkeyboard-config 2.30-2
xmlsec 1.2.30-2
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-alias 1.0.3-3
xorg-fonts-encodings 1.0.5-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.9-2
xorg-server-common 1.20.9-2
xorg-server-xwayland 1.20.9-2
xorg-setxkbmap 1.3.2-2
xorg-twm 1.0.11-1
xorg-xauth 1.1-2
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-2
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.3-1
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.4-2
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorgproto 2020.1-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-1
yad 7.2-1
yelp 3.36.0-1
yelp-xsl 3.38.0-1
zbar 0.23.1-2
zenity 3.32.0+50+gc229637-1
zeromq 4.3.3-2
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zsh 5.8-1
zsh-autosuggestions 0.6.4-1
zsh-completions 0.32.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zstd 1.4.5-1
zvbi 0.2.35-4
zxing-cpp 1.1.1-1
zziplib 0.13.71-1
